type,text
Ham,"তোমরা তো হিংসুক বান্ধুবি সব গুলা,,,,নাইলে এতোদিন কি আমি সুন্দর না হই থাকতাম?! তোমরা মেরিন সিটি মেগা শপিং কমপ্লেক্স থেকে লুকিয়ে লুকিয়ে সব কিনে কিনে মাখো আর সুন্দর হও,,,আমারে কিচ্ছু জানাও না হুহ,,,"
Ham,"তোমরা কেউ আমার ভালো দেখতে চাও না,,, কেউ না,, কেউ না"
Ham,"ভার্সিটির শুরুতেও ছিলাম।এরপর আমার জীবনে ২য় প্রেমের ঢেউ আসলো,,, আর আমি আবার চদর ভদর হয়ে গেলাম"
Ham,"নিজেরা এই কয়দিন একটু প্র‍্যাকটিস করছ বলে আমাদের চোখে দেখতেছ না আর কি,,,"
Ham,"মানুষের দুর্বল জায়গায় আঘাত করা ঠিক না,,,"
Ham,যা রিলাক্স কর তীরা
Ham,ডাইরেক্ট একশন তাইলে
Ham,"আগে জামাই বললেই আমাদের কতো বকা,,"
Ham,নিজে এখন সেই সংসার করতেছে
Ham,"চোখবন্ধ তুশিপু, পানি মুখে মাইশা, আরহান বাবু"
Ham,কয উনি প্রাইম মিনিস্টার। দেশ চালাইতে হবে
Ham,সবাইকে পবিত্র ইদ-উল-আযহার শুভেচ্ছা
Ham,আলহামদুলিল্লাহ শ্বশুর বাড়িতে প্রথম ঈদ
Ham,সুন্দরবনের মধু কোনটা?
Ham,জিনি ঐটা থাকে তোর ভাইয়ের কাছে?
Ham,কাশির জন্য সরিষাটা ভালো না?
Ham,মেয়ের জ্বর
Ham,সাবলীলভাবে করে নাই।কেমন জানি মেকি একটা ভাব আছে।
Ham,কোনটা নিতাম বল
Ham,তাও তো ভাই করসে।আমরা তো গাধুনিগুলা ওই জায়গায় যাইতেও পারব না।
Ham,চিল মার।ব্যাংকে ওয়াক ইন কাস্টমার আসে না?!ওদেরকে বলবি।এর বেশি আর কি করতে পারস?!
Ham,অামিতো সরিষাটা অর্ডার দিছি।
Ham,এপ্লাইড ফিজিক্সের
Ham,এটা যুগ যুগ ধরে নিয়ম চলে আসতেসে।
Ham,গিয়ে ব্যাগ রাখি।ফ্রশ হই।সবার সাথে গল্প করি।চা খাই।তারপর আস্তে-ধীরে কাজ শুরু করি।
Ham,লম্বা করে ছেলেটা
Ham,উত্তরা ব্যাংকের নিয়ম হইল বরিবার ৯ টার ভিতর ব্যাংকে ঢুকা লাগে।বরিবার আমাদের সান্ডে মিটিং থাকে।
Ham,একদম ভালো কাজ করসোস।
Ham,ওই রিফাদের সাথে ফিজিক্স অলিম্পিয়াডে খাতা কাটতো যে
Ham,এই ছেলেটা আনফ্রেন্ড করে দিসিল।এখন এড পাঠাইসে।এক্সেপ্ট করে আইডিতে এক্সেস দিয়ে একটা সারপ্রাইজ দিব?!
Ham,তোরটা আমারও মনে থাকে না।
Ham,কই গেসিল ছেলেটা?
Ham,কি দিয়ে বানাইছোস?
Ham,"দেশের বাহিরে যারা যায় সবাই তো এরকম পড়ে।পুজা,চন্দ্রিমা এগুলারে দেখস নাই?!"
Ham,তোরটা আমারও মনে থাকে না।
Ham,খাতুনগঞ্জে ৯ টা ৯:৩০ থেকে কাস্টমার আসা শুরু করে যে রাতের ৭ টা ৮ টায়ও আসে।পারে না ব্যাংকেই থেকে যায়।
Ham,আমার পার্সেল আসছে না?!আমাকে বলতেসে যে এত্ত জামা কাপড় না কিনে আমাদেরকে খাওয়াইয়েন।সওয়াব পাবেন।আমি বলসি যে স্যার এত্ত সওয়াব দিয়ে আমি কি করব?!আপ্নারাও কিছু সওয়াব কামাই করেন।নাহয় মৃত্যুর পর দেখবেন আমি নাচতে নাচতে জান্নাতে ঢুকতেসি।আর আপ্নারা জান্নাতের দরজা ধরে দাঁড়ায় দাঁড়ায় কান্না করবেন।
Ham,আমার টাকা দিয়ে আমি কি করব না করব তা নিয়ে মানুষের এত্ত আগ্রহ
Ham,লিটল চিকন এগুলার বিয়েতেও তো যাই নাই।কিন্তু এগুলার যে বিয়ে হইসে ওটা মনে থাকে।
Ham,আমি বলার পর বেটা পুরা চুপ
Ham,আমি বলসি যে স্যার আপনি কি কি করেন এত্ত টাকা দিয়ে আমাকে একটু বলেন।আমিও ওগুলা করব আরকি।
Ham,তোকে স্যালারি নিয়ে এক বেটা বলসিল না যে এত্ত টাকা দিয়ে কি করবি?
Ham,মাকসুদ হয়তবা এখন ওর বউকে খুব প্রাউড ফিল করে বলে যে ভার্সিটি থাকতে ক্লাসের ২ টা মেয়ে ওকে অনেক ডিস্টার্ব করসিল।
Ham,আমিও ঢিলার মত কথা বলতেসি
Ham,ও আচ্ছা হ্যা ঠিকাসে তো
Ham,তোদের ব্যাংক অনেক জোস তো
Ham,মাকসুদ কিন্তু আমাদের এগুলাতে মনে মনে অনেক খুশি হইত।
Ham, দেখ না কি পরিমাণ হাস্যকর লেভেলের উপস্থাপনা করস
Ham,এখন আমাদেরকে পাত্তা দিবে না
Ham,মনে হয় তোর ম্যানেজার তোর এই ছুটিটা PD কে জানায় নাই।সেজন্য অফিশিয়ালি তোর সবকিছু বাকিদের মতো চলতেসে
Ham,"এই লোকটা কোন স্টুডেন্টের মোবাইল টিপতেসে আল্লায় জানে।
"
Ham,শুন জিবি ইনচার্জ তেমন রিস্কি কাজ না।ক্যাশ ইনচার্জ হইলে ভয় পাওয়ার কথা ছিল।জিবিতে জাস্ট কাজের প্রেশার বেশি।কাজ শেষ হইতে চায় না জিবির।
